"name","text"
"anton legowo","Gunung Merapi (ketinggian puncak 2.930 mdpl, per 2010) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapi sejak tahun 2004.

Gunung ini sangat berbahaya karena menurut catatan modern mengalami erupsi setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang sangat padat. Sejak tahun 1548, gunung ini sudah meletus sebanyak 68 kali.[butuh rujukan] Kota Magelang dan Kota Yogyakarta adalah kota besar terdekat, berjarak kurang dari 30 km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1700 m dan hanya berjarak empat kilometer dari puncak. Oleh karena tingkat kepentingannya ini, Merapi menjadi salah satu dari enam belas gunung api dunia yang termasuk dalam proyek Gunung Api Dekade Ini (Decade Volcanoes)"
"Kresna Duta","Pernah muncak disini. Ke puncak Garuda, via basecam selo. Jalur lumayan menajak apa lagi sebelum di puncak, setelah melewati pasar bubrah yg landai akan naik agak terjal serta jalur berupa pasir setelah melewti nya akan disambut dengan jalur berbatu sampai di pucak.
Bagi para teman teman yang masih sering naik gunung untuk jaga kebersihan ya, dab kalau berkenan ambil sampah yang ketemu di jalan untuk di bawa turun. Karena terakhir naik kesini banyak sampah yang ditinggal oleh para pengunjung yg tidak bertanggung jawab.
Jaga alam kita ya kawan."
"Riki Hendra Laxsmana","Gunung Merapi merupakan gunung paling aktif yang ada di Indonesia dan berada di sebelah utara Yogyakarta. Pesona Gunung Merapi ini menjadikannya salah satu objek wisata gunung yang paling populer di Jogja yang diakui sangat mempesona oleh para pendaki maupun wisatawan pada umumnya. Letaknya yang tidak jauh dari Yogyakarta memang menjadikannya ‘godaann’ tersendiri bagi para petualang bahkan bagi mereka yang belum pernah mendaki sekalipun.

Tidak hanya panorama indah, Gunung Merapi pun sebenarnya sudah dikelola dengan sangat baik. Terbukti dari objek wisata yang ada seperti Kinahrejo yang berada di lereng selatan. Terdapat pula Tuk Pitu atau Tujuh Mata Air. Selain itu, objek wisata Kaliurang, Kaliadem dan Kalikuning merupakan beberapa tempat yang paling populer di area ini. Untuk mendapatkan saat terbaik menikmati keindahan Gunung Merapi di Kaliadem, maka sebaiknya Anda sudah berangkat sekitar pukul 7 pagi. Anda akan menikmati pemandangan Merapi yang sangat megah dengan hamparan sawah-sawah hijau dan udara sejuk menyentuh kulit, sebelum akhirnya akan tertutupi kabut. Tidak hanya itu, terdapat pula Taman Nasional Gunung Merapi yang dikelola oleh pemerintah setempat yang merupakan taman konservasi alam yang terjaga dengan baik."
"Sangram Pungavkar","active volcano in Indonesia and has erupted regularly since 1548. It is located approximately 28 km (17 mi) north of Yogyakarta city which has a population of 2.4 million, and thousands of people live on the flanks of the volcano, with villages as high"
"Aditya Utomo","Gunung Merapi mempunyai keindahannya sendiri bagi pecinta alam pendakian di gunung merapi ada empat yakni jalur via Selo, jalur via Babadan dan jalur Kineharjo dan via sapuangin . Namun sejak erupsi 2010 dua jalur lain yakni Babadan dan Kineharjo sudah tidak dipakai lagi. Untuk jalur Babadan jalannya sudah tidak ada dan kini hanya dipakai sebagai Pos Pemantauan saja. Sedangkan untuk jalur Kineharjo treknya sangat ekstrim sehingga sulit untuk dilalui. Nah, sekarang hanya menyisakan jalur pendakian Selo dan sapuangin ... Jalur pendakian Merapi via Sapuangin Klaten dibuka kembali pada Mei 2017 setelah ditutup pasca erupsi Merapi 2010. Erupsi gunung Merapi pada 2010 telah menutup jalur pendakian serta membuat perubahan besar pada beberapa sisi gunung. Selain terbentuknya jalur kawah ke kaki gunung, aliran lahar dingin yang beberapa kali mengalir mengakibatkan kontur geografis berubah.

Gunung Merapi via New Selo adalah jalur pendakian paling populer dan resmi bagi pendakian gunung Merapi. Karena New Selo merupakan jalur utama dan satu-satunya, maka sering kali terjadi lonjakkan pengunjung khususnya di akhir pekan. Untuk itu pihak pengelola dari TNGM memutuskan untuk membuka kembali jalur pendakian lain yang sempat ditutup sejak lama, yakni jalur pendakian Sapuangin."
"Guntur Alfurqan","View gunung merapi dari Desa Karangnongko, Klaten"
"Sulpicius Suheryanto","Gunung Merapi merupakan salah satu destinasi wisata khususnya di lereng sebelah selatan terdapat Kaliurang berhawa sejuk pegunungan dan jika sudah sampai Kaliurang wajib mencicipi makanan khas tradisional yaitu Jadah & Tempe Bu Lurah..dengan cita rasa manis legit. Bagi yang hobby wisata adventure bisa bergeser ke timur di daerah Kalikuning dan Kinahrejo. Wisata offroad menyusur lereng dan sungai, sedangkan di Kinahrejo terdapat semacam memorial yang merupakan bekas rumah mbah Marijan (juru kunci Gunung Merapi Keraton Ngayogyakartohadiningrat) yang hancur akibat letusan hebat Merapi yang meluluhlantakkan Kinahrejo. Bagi yang hobby mendaki gunung, bisa mendaki Gunung Merapi melalui Selo, Boyolali. Gunung Merapi memberikan rejeki dan berkah bagi masyarakat yang diam di seputar lerengnya mulai dari pertanian, hasil tambang dan juga pariwisata. Semoga bermanfaat ...."
"Mona Kriesdinar","Tempat terbaik untuk melarikan diri dari rutinitas pekerjaan. Recharge your mind here!"
"Sandra Pml","Good,indah sekali sampai saya memotret-motret sampai full memorinya hahahahawkwkwkwk,ini asli kaga bohong dah"
"Dedi Sofyan","Sunrisenya keren banget"
"Amayoriあまより","Tempatnya keren dan cocok u/ pendakian"
"Permpoon Chaijaroen","I loved this place so much I recommended local guide to bring you to the breathtaking spot in Indonesia"
"Asia Spc","Gunung Merapi dari kejauhan tetap indah megah gagah menawan untuk dilihat .. Semoga bersahabat selalu dengan penduduk sekitarnya , Sabar subur"
"Satria Dwi Kuncara","Menikmati udara segar di desa sambil melihat G merapi yang indah ☺️🤩"
"Karnael Elisandria","lumayan seru saat naik jeep apalagi saat ramai2 paling asik dan menyenangkan"
"Kuswandy Kuswandy","Saya bisa tau letaknya gunung merapi dan bentuknya"
"GALIH SETYO N","Selain pemandangan indah,juga bisa menjadi tempat untuk berkemah"
"Rizki satrio Satrio","Saya masak pakai ikan lele di merapi"
"Luna House Yogyakarta","I've never climb this mountain, just go for tourism around the foot of mountain."
"Gunawan Pulunggono","Kita mengikuti Tour Merapi Sunrise... Dan pemandangan begitu sangat indah ketika mentari bersinar di pagi hari. Banyak foto diabadikan untuk mendapatkan siluet foto dengan background matahari terbit. Serta pengalaman naik Jeep dengan jalan berliku liku sangat mengasyikan, berfoto bersama di atas Jeep sangat keren"
"Shatish Rao","One of the best place for sunrise"
"Efin gusman","kunjungi adalah Merapi di Yogyakarta. Sekitar tahun 2013 aku pernah jalan sendiri ke Yogyakarta dengan niat ke Merapi. Tapi jika ingin ke Merapi harus menyewa jeep, karena sendirian aku mengurungkan niat. Berat, berat diongkos. Sehingga keinginan untuk ke Gunung Merapi aku pendam saja. Eh siapa sangka, di tahun 2018 aku mendapat kesempatan traveling ke Merapi, Yogyakarta dengan perusahaan keduaku bekerja, Loreal Indonesia. Dalam agenda family gathering terdapat tujuan wisata Merapi dan spontan aku tersenyum.

Pas hari “H” kami melakukan trip wisata Jeep Offroad Merapi Lava Tour. Jam 8 pagi kami sudah bersiap serta berkumpul di suatu lapangan. Masing-masing jeep terdiri dari 4 orang, anggota Jeep ku terdiri dari Bagus, Ade dan Fidi. Untuk rute Wisata Jeep Offroad Merapi Lava Tour kami memilih rute menengah yang katanya harga sewa tour Rp. 450.000,-/Jeep. Rute Wisata Jeep Offroad Merapi Lava Tour terdiri dari Museum Sisa Harta, kemudian ke Batu Alien hingga ke Gunung Merapi."
"Katiman Najib","Gunung Merapi..adalah gunung berapi yang sangat populer di Indonesia dan sangat aktif karena sering terjadi erupsi. Banyak pecinta alam yang sering datang mendaki ke puncak karena ingin tau keindahan dan penasaran dengan kawah gunung ini walaupun membahayakan. Setelah meletus.. Sekarang justru menjadi obyek wisata yang terkenal. Tersedia mobil jenis Jeep yang siap mengantar wisatawan ke puncak gunung."
"budiharjo gitowiryono","salah satu gunung berapi paling aktif di indonesia, saat cuaca cerah dilihat dari daerah lencoh, merapi tampak begitu angkuh namun anggun, kubah lava yang baru tampak jelas, terlihat juga merapi purba, gunung bibi, dan merapi baru dengan kubah lavanya. gunung merapi bertipe strato vulcano (kerucut) punya periodisasi erupsi 10 tahunan, berarti kemungkinan erupsi terdekat sekitar tahun 2020, dihitung dari erupsi terakhir tahun 2010, yang turut menewaskan sang legendaris juru kunci gunung merapi mbah tumijan. sudah terjadi beberapa kali erupsi freatik di tahun 2019. erupsi freatik adalah erupsi yang disebabkan oleh letupan uap air yang terdapat di kepundan, atau dapur magma, sehingga menimbulkan asap putih pekat yang membumbung tinggi. puncak gunung anyar selalu tampak memikat dengan warna coklat kemerah merahan yang menandakan merapi selalu bergolak, dinamis dan aktif, inilah sekelumit ulasan tentang gunung merapi, salah satu gunung teraktif di jawa tengah."
"Den Bagus","Pemandangan yang bagus..cocok untuk liburan bareng teman kesini.. exotic & Amazing"
"Ardika Senja Abadi","Gunung Merapi adalah gunung di jawa tengah, tepatnya berada diantara kota Boyolali, Magelang dan Yogyakarta yang hingga kini masih aktif.
beberapa tujuan wisata dk sekitar Merapi adalah lava tour, museum erupsi merapi, dan bunker.
Gunung Merapi terkenal dikalangan pecinta alam, pintu masuk pendakian Merapi yang sering dilewati para pendaki adalah basecamp New Selo di Boyolali.
Jarak tempuh dari basecamp hingga puncak normal nya kurang lebih 5jam berjalan kaki, dengan trek berupa vegetasi hutan & trek pasir berbatu. Batas aman pendakian yang diteteapkan Taman Nasional Gunung Merapi adalah pasar bubrah."
"Nina Desty","Gunung yg membuat aku penasaran indahnya..... Terakhir naik pas pertama kli erupsi di tahun 2018 dan setelah itu pendakian merapi di tutup lagi. Saya sudah melewati 2 jalur via selo dan via sapuangin lebih enak sapu angin tetapi perjalannya jauh dan tidak terlalu menanjak sedangka via selo menanjak dan cepat sampainya"
"Irsyad GINGSUL","Salah satu gunung yang terletak di wilayah jawa tengah
Lokasi tepatnya berada di antara 3 daerah yaitu boyolali klaten dan jogja

Gunung merapu ini merupakan salah satu aktif indonesia
Sampai saat ini pun masih aktif dan semua jalur pendakian masih di tutup"
"Astri Z J","Wisata peristiwa letusan gunung merapi , dianter ke pusat wisata pake jeep , enggak sampe gunung nya sih , cuma sampe daerah dket gunung , yang di khususkan untuk spot kumpul..
Seru deh pokoknya , kalo dijelasin panjang , hehe
Langsung aja ke sinii"
"Ridwan","Mount Merapi is a beautiful place because when at the top of the mountain we can see the beautiful sun rise and sunset. When in the countryside they are friendly and kind, they welcome us well and politely. But Mount Merapi has risen to standby level 3 so it is temporarily closed."
"Fr Andreas","Gunung kebanggaan warga yogya dan jateng. Gunung berapi paling aktif di indonesia paling terkenal di Indonesia.."
"Rudy Prayitno (Rudy SP)","Wisata menyusuri lereng Merapi tidak dapat dipisahkan dengan Tokoh Legendaris Mbah Maridjan. Saat Merapi tidak ""batuk"", kita dapat menyusuri perjalanan keliling Merapi dengan Jeep khusus. Museum Merapi, Makam Mbah Maridjan, dan Bunker Kaliadem. Juga menerjang sungai (kali) merupakan sensasi tersendiri. Sebaiknya mengambil paket lengkap dan tentu saja lebih mahal. Kebetulan saat saya sekeluarga touring dengan dua mobil, salah satu drivernya seorang wanita. Kadang kita diikuti cameramen amatir. Saat finish, kita harus menebusnya. Sebaiknya fotonya ditebus, tentunya dengan harga yang wajar."
"Ali Hamzah","Gunung Merapi merupakan salah satu Gunung berapi yang paling aktif di Indonesia bahkan dunia, letusan terakhir terjadi di bulan maret 2014 walaupun letusannya masih tidak terlalu besar seperti letusan di bulan Oktober 2010 yang memakan korban meninggalnya sang juru kunci Gunung Merapi sendiri. Meninggalnya mbah Marijan akibat letusan Gunung Merapi dianggap sebagai salah satu alasan mengapa Gunung Merapi itu penuh misteri, karena mbah marijan orang yang paling mengenal Gunung Merapi menjadi korbanya. Selain itu, periode letusan yang susah ditebak dan mistiknya kawasan Gunung Merapi membuat Gunung Merapi semakin misterius.
Gunung Merapi sendiri merupak Gunung dengan ketinggian 2913 Mdpl yang terletak di dua provinsi (DI Yogyakarta dan Jawa Tengah ) dan tiga kabupaten (boyolali, magelang dan sleman). Terdapat dua jalur dalam pendakian Gunung Merapi, via selo Kabupaten boyolali atau kinahrejo di kaliurang Kabupaten Sleman. Namun karena faktor keamanan disarankan untuk melalu jalur selo yang ada di kabupaten boyolali."
"Gosyen Karawaheno","Puncak merapi sebenarnya dilarang untuk didaki tapi apalah kami yang memang natural nya sebagai manusia pemberontak dari nenek moyang orang indonesia jadi kami terobos peraturan , meskipun orang bilang resiko besar menanti tapi dimana ada resiko disitu ada surga. Kami berdiri di depan seismograf dan kamera kawah gunung merapi."
"Bambang Yudi Hidayat","Gunung Merapi salah satu gunung aktif di pulau jawa..."
"Fardhady Himawan","Has nice view! Your efforts wouldn't be wasted."
"laila mubarokah","Track nya nanjak terus dan licin karena berpasir dan berbatu juga banyak pohon tumbang, jadi tidak direkomendasikan untuk pendaki pemula, overall cantik bgt pemandangannya dan berbahagialah jika bertemu dg burung jalak atau monyet di perjalanan"
"Septyan Haryo Penangsang","Going with jeep, its so awsome"
"Ridwan Supriadi","Gunung Merapi merupakan objek pendakian yang populer. karena gunung ini merupakan gunung yang sangat mempesona. Jalur pendakian yang paling umum dan dekat adalah melalui sisi utara dari Sèlo, Kabupaten Boyolali, Jawa Tengah, tepatnya di Desa Plalangan, Selo, Boyolali, Desa ini terletak di antara Gunung Merapi dan Gunung Merbabu. Pendakian melalui Selo memakan waktu sekitar 4-5 jam hingga ke puncak.

Jalur populer lain adalah melalui Kaliurang, Kecamatan Pakem, Kabupaten Sleman, Yogyakarta di sisi selatan. Jalur ini lebih terjal dan memakan waktu sekitar 6-7 jam hingga ke puncak. Jalur alternatif yang lain adalah melalui sisi barat laut, dimulai dari Sawangan, Kabupaten Magelang, Jawa Tengah dan melalui sisi tenggara, dari arah Deles, Kecamatan Kemalang, Kabupaten Klaten, Jawa Tengah."
"Malfin Rona Pratama","Tempatnya sangat indah dan mengesankan"
"Rizky A Pradana","Gunung merapi memiliki akses yang mudah untuk dikunjungi wisatawan lokal maupun asing karena di setiap daerah pasti ada yang menawarkan paket wisata ke gunung merapi yang menawarkan pemandangan yang sangat indah yang dapat menyegarkan kembali tubuh dan fikiran kita semua"
"Ronald Thomson","Gunung merapi adalah gunung yang memiliki ketinggian 2.930 mdpl. Walau tidak terlalu tinggi menurut saya tapi trek perjalanannya memang sangat sulit dan berat, tapi setelah sampai puncak rasa bangga dan kebahagiaan kita dapatkan. Banyak orang mengatakan (Merapi tak pernah ingkar janji)"
"Rita Anita","Setelah meletus.. Gunung api ini Sekarang menjadi obyek wisata... Tambahan penghasilan buat penduduk setempat.. Banyak penyewaan mobil offroad dgn beberapa macam paket.. Yg menantang adrenalin.. Wajib dicoba bl kita berkunjung kesini"
"Ares Agni","11 Mei 2018. Harap waspada bagi pendaki"
"Anugrah Setiaji","No other words that can be described. Awesome and Incredible!"
"Majelis Kepadangan","Mantap bro kalo pagi"
"agung jaya","Menjelajah bekas lahar Merapi dg ikut lava tour pake jeep atau hardtop. Start dari Kinahrejo. Hampir 1,5 jam berkeliling ke tempat-tempat sekitar timur Kinahrejo. Sewa 1 jeep sktr 350 ribu, muat 4 orang penumpang. Tersedia banyak jeep/hardtop disini,nggak usah khawatir keabisan. Bekas lahar berupa pasir & batu sudah diangkut beribu-ribu truk. Sampe sekarang masih dilakukan pengerukan."
"Huhu","Bagi yang niat banget nanjak combo MM, bisa melewati  jalur via selo. Persiapan  mesti fisik harus dalam kondisi fit, logistik yang cukup untuk 3D2N baik pribadi dan kelompok, serta lihat kondisi cuaca. Jika tidak dimungkinkan, jangan memaksakan diri."
"Novi Rahmawati","Gunung merapi ... tiap hari meLihat pesona nya 20km dr puncak membuat saya bertuntung meLihat kegagah nya ... gunung merapi ini masih aktif yaa gaes ... gunung merapi ini jga bnyak peminat pendakian ... gunung ini 2010 yg LaLu jga pernah erupsi hebat ..."
"Subari Official","Mantap sekali. Gunung melegenda sejak jaman dulu. Dikenal sebagai maskot Jogja dan jawa tengah. View nya memukau sekali Ampe terngiang ngiang akan keindahan nya. Tampak cantik dengan Mata telanjang dilihat dari Jogja, ketika melewa5I flyover Jogja pasti akan terlihat Indah nya ini gunung. Memukau mata"
"Andrias Firman","Gunung merapi yang indah juru kunci mbah marijan mantappp"
"KPJ Bojonegoro","Gunung Merapi terpantau satu kali mengalami guguran lava periode pengamatan Senin (9/9/2019) pukul 18:00 sampai dengan Selasa (10/9/2019) pukul 06:00 WIB.

Hal itu di informasikan oleh Balai Penyelidikan dan Pengembangan Teknologi Kebencanaan Geologi (BPPTKG) Yogyakarta melalui akun twitter resminya dengan nama akun @BPPTKG

Dari pengamatan Closed Circuit Television (CCTV) BPPTKG satu kali guguran lava tersebut menuju ke arah hulu Kali Gendol dengan jarak luncur 600 meter.

Akibat aktivitas tersebut, BPPTKG merekomendasikan kepada masyarakat untuk mengosongkan area tiga kilometer dari puncak Gunung Merapi."
"anwar musadat","Okkley... Bgt."
"Muhammad Aulia Rahman Muntaha","Gunung favorit saat masih kuliah di jogja, jarak tempuh dari jogja ke basecamp selo kurang lebih 2 jam menggunakan motor. Kadang ke selo cuma numpang tidur di basecamp sakin enaknya udara disini"
"Aiek STMulya","Gunung merapi erupsi pada 11 mei 2018 dari titik koordinat Boyolali

Laporan Situasi Erupsi Freatik Gunung Merapi
Jumat, 11 Mei 2018, Pukul 09:10 WIB

-	Telah terjadi erupsi Gunung Merapi pada pukul 07:43 wib dgn durasi kegempaan 5 menit, ketinggian kolom 5500 m diatas puncak
-	Pukul 08.54 erupsi yg terjadi bersifat freatik ( dominasi uap air) Erupsi berlangsung satu kali dan tidak di ikuti erupsi susulan, sebelum erupsi freatik terjadi jaringan seismic gunung Merapi tidak merekam adanya peningkatan kegempaan, namun demikian sempat teramati peningkatan suhu kawah secara singkat, pada pukul 06:00 wib, pasca erupsi kegempaan yang terekam tidak mengalami perubahan suhu kawah mengalami penurunan.
Kondisi Atmosfer:
-	Arah angin diketinggian diatas 5500 M berasal dari utara menuju selatan.
-	Cuaca pada umumnya cerah hingga berawan.
-	Berdasarkan pantauan citra satelit cuaca RGB Himawari menunjukkan pergerakan sebaran abu vulkanik ke arah selatan-barat daya.

Kondisi saat ini:
-	Saat ini terjadi evakuasi warga diradius 5KM.
-	Hujan abu terjadi diwilayah sleamn meliputi kec tempel, turi, pakem, cangkringan, ngemplak dan sebagian kec sleman
-	Bandara Adisucipto sementara dinyatakan di tutup
-	Daerah wisata Kaliurang dan tempat wisata dilereng Merapi untuk sementara ditutup
Himbauan:
1. Warga dihimbau tidak panik dengan kejadian tersebut.
2. jika ada perkembangan informasi, akan segera disampaikan.
3. Jika terpaksa mengungsi, silahkan mengungsi ketempat yang sudah disediakan dan tetap tenang, sambil menunggu update informasi dari petugas.

Sumber Informasi:  BPPTKG, BMKG, BPBD Sleman, TRC BPBD DIY dan Warga Masyarakat.
Demikian laporan sementara kejadian di wilayah DIY.
Diterbitkan oleh : PUSDALOPS PB DIY
📞 	call center 	: 0274 555585
📲 	whatsapp 	: 0274 555584"
"hazufa","Salah satu gunung berapi aktif di Indonesia , yang selalu di buka untuk jalur pendakian yang sangat menarik. Dengan view gunung dan bukit bukit yang memanjakan mata para pendaki, yang menyajikan hamparan gunung gunung di sekelilingnya......"
"sans the skeleton indo","Saya sebagai anggota rahasia rudal ingin mencari yang namanya ultraman dan sekarang juga sebelum eren rumbling kita semua aku akan segera menemukan ultraman"
"Rakhmat Nur Ilmi","Gunung aktiv yang bisa didaki melalui jalur tertentu. Tidak disarankan mendaki sampai ke puncak. Mendaki sampai ke pasar bubrah saja sudah cukup bagus pemandangannya."
"mohd izzudin","Adventurous but satisfied with the scenery"
"Dadiaza _official","Menuju musium merapi kita naik jeep landcruiser,melalui jalan yg berkelok terkadang harus melalui aliran sungai bekas terjadinya erupsi,saat naik jeep sensasinya luar biasa,harus siap2 tahan banting..over all mantap...pemandu ramah..."
"Adit Ya","Viu nya bagus"
"Brandy Cools","We arrived before sunrise with a jeep which is pretty much an off-road  adventure. The view there is amazing when the sun comes up and the history of Mount Merapi adds to the experience. Definitely something to do."
"Dwi Dhinandra (Dwi)","Mau cerita aja kalau dulu saya pernah ilang di merapi ini. Saya kepisah sama rombongan, terus saya bingung ke mana. Muter muter gak ketemu. Sampai panik setengah mati hampir nangis.

Terus ketemu sama kang satpam. Saya tanya rombongan ini di mana. Eh ternyata lagi di bioskop, lagi pada nonton film dokumenter merapi. Betapa tenangnya saya. Di tempat itu ada banyak benda waktu erupsi 2010 nama tempatnya museum merapi"
"Bluno the Blues","Gn merapi, ada pengalaman menarik disini, pertarungan fisik dan rohani setelah turun menapaki merbabu, tepat subuh sudah di punggung merapi, para burung menyapa dengan kicau tak biasa, luapan rasa terdiam ketika melihat mentari pagi jingga, sepi kala itu, tenang hening tak biasa."
"Anton Gouw","Sangat bqgus,banyak sejarah yg tak terlupakan"
"anisya apriliani","Gunung merapi adalah salah satu gunung merapi aktif yang berada di jawa tengah. Pendakian berupa vegetasi hutan dan dilanjut dengan batu dan pasir berada di puncak. Pos terakhir adalah pasar bubrah, tidak dikenankan bahi para pendaki mendaki sampai puncak dikarenakan takut mya sewaktu waktu terjadi erupsi. Ada batasan untuk larangan mendaki."
"Hamzah Alif","Salah satu gunung api yang masih aktif di Indonesia, banyak cerita menarik dari gunung ini, mulai dari cerita alamnya yang Indah, ragam budaya masyarakat yang tinggal di lerengnya, kajian-kajian keilmuan yang menarik, hingga cerita mistis yang selalu membalutnya."
"Mochammad Solichin","Ya Allah hari ini aku ingat pada waktu jadi team relawan di gunung Merapi pada waktu terakhir meletus betapa takutnya ketika aku sedang memegang peranan teguh pada prinsip dasar ilmu pengetahuan alam seakan akan aku tidak bisa pulang ke tanah kelahiran ku disurabaya .. sangat tragis yang di namakan desa Kinahrejo dan terakhir kali aku duduk bersama Mbah Maridjan di atas bangker pas di bawah lereng gunung Merapi.. begitu mendengar suara dentuman keras dari dalam tanah yg aku duduki bersama Mbah Maridjan.. dan aku di suruh ambil kopi dan rokok sama Mbah Maridjan.. gak taunya ketika aku keluar dari pendopo rumah mau berjalan menuju tempat bungker Dengan tiba-tiba awan panas sudah dekat dan mengejar aku .lalu mbah Maridjan menyuruh aku turun dari pemukiman warga Kinahrejo dan yang Aku ingat sampai sekarang tragisnya lagi di rumahnya Mbah Maridjan ada 9orang di sana dan gak mau turun ke bawah.. dan akhirnya menjadi korban wedus gembel.. dan sampai sekarang itu yg aku ingat...jadi itu adalah sebuah pengalaman pribadi yang aku rasakan dari dulu hingga sekarang"
"Syarif Jabba","Suka banget dengan tempat ini dan sangat menyenangkan sekali andaikan gunung ini ada di sulawesi selatan pasti banyak orang yang selalu berkunjung dan memberikan tempat ini tempat wisatawan asing yang berbagai negara semoga gunung ini tidak berbahaya bagi setiap pengunjung"
"Cak Kir","Gunung yang masih aktif sampai sekarang, masyarakat menganggab hal biasa seandainya gunung tersebut mengeluarkan abu vulkanik, sebagaimana biasa banjir masyarakat Jakarta  yang sudah terbiasa dengan kondisi tersebut"
"yustinus banup pri handoko","Gunung yg menyimpan segala misteri alamnya, sangat exotic dan terjaga ekosistem alamnya, mari kita jaga bersama"
"Robert Dahlström","It's a beautiful place to visit. Get a jeep-guide to drive you around and tell you about the volcano and the history of it's eruptions and how that has affected the region. You will get amazed by the power that nature holds. I loved this experience."
"1min SpongeBob","Sosok mbah Maridjan dikenal dan dikenang saat insiden letusan Gunung Merapi.

Sang juru kunci Gunung Merapi ini meninggat saat letusan gunung pada tahun 2010.

Fenomena yang mengerikan saat terjadinya letusan Gunung Merapi adalah wedhusgembel (***).

Tak sedikit korban jiwa berjatuhan akibat letusan ini.

Sekitar 153 orang dan 320.000 warga lainnya harus rela kehilangan tempat tinggal.

Jenis Gunung: Gunung Berapi

Kawasan: Taman Nasional Gunung Merapi"
"Yolanda Sri Lestari","Baru banget sampe hotel setelah ke lava tour. Aku ambil paket yg 450rb. Mantep bisa nambah wawasan sekaligus nikmatin hawa sejuknya kaki gunung."
"rudi kurniawan","Kesini pas mau ke kaliurang, mantap mengingatkan kebesaran Allah dan ciptaannya"
"risna wati","Gunung merapi indah banget bisa lihat gunung-gunung lainnya. Ini pertama kalinya aku naik gunung dan alhamdulillah. Jalannya mantep banget buat pemula. Nanjak dan bebatuan krikil maupun besar banyak. Ketika udh sampai pasar brubah kebanyakan pasir."
"Muhamad Faisol","Gunung merapi merupakan gunung berapi teraktif dijawa, selalu terjadi erupsi setidaknya 4tahun sekali dengan yang terakhir memwafatkan sang juru kunci mbah marijan. alhamdulilah dari erupsi terakhir sampai sekarang, gunung merapi belum menunjukan aktifitasnya."
"Ajibmn","Gunung yang gagah dan joss"
"Dwi Winarni","Gunung merapi yg terletak selo kabupaten boyolali jateng sangat bagus buat refresing n pendakian yg sangat menantang dengan pemandangan alam yg sangat indah n menakjubkan.........gunung yg masih aktif diindonesia"
"fajar tri wibowo","Trek yg tidak trllu sulit, perjalanan yg tidak terlalu panjang, tidak lama, tapi bisa mendapatkan keindahan yang luar biasa. Disini saya sampai pasar bubrah waktu subuh, dengerin azan subuh sahut2an indah sekali. Dan paginya dapat momen yg luar biasa, yaitu erupsi air. Subhanallah. Maha suci Allah. Terimakasih Tuhan."
"Rifkha Afriyanti","👌"
"Bastian Adji","Jalur merapi yang masih alami melewati pohon tumbang. Jalan tanah yang licin dan tanjakan curam. Mendakilah dengan sabar dan jangan mengeluh, jika lelah istirahatlah, dan yakin pasti bisa"
"Novi ester","Selalu rindu ingin kesana lg...semoga setelah pandemi bisa menikmati keindahan Merapi lagi..."
"budi masrianto","Gunung Merapi (ketinggian puncak 2.930 m dpl , per 2010) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia . Lereng sisi selatan berada dalam administrasi Kabupaten Sleman , Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah , yaitu Kabupaten Magelang di sisi barat,
Kabupaten Boyolali di sisi utara dan timur, serta
Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan
Taman Nasional Gunung Merapi sejak tahun 2004."
"Made Reynan","Gunung berapi paling aktif di Indonesia yg menyimpan berbagai jenis flora dan fauna endemik pulau Jawa dan juga merupakan gunung yg mempunyai peranan budaya dan historis di pulau Jawa."
"FranFrans","Gunung berapi yang penuh mistis, menjadi tempat sakral untuk Keraton Yogyakarta. Di antaranya menjadi bagian dlm garis imajiner Laut Selatan, Panggung Krapyak, Keraton Ngayogyakarta, Tugu dan Gunung Merapi.
Merupakan salah satu gunung berapi paling aktif di dunia."
"Jessie W","Amazing hike for sunrise! Honestly, one of the most memorable hikes I've ever done in my life! The trails are pretty well maintained, although, you do need a tour guide for the final part as it's extremely sandy. The views here are just impeccable, to say the least. Words cannot describe the beauty of this place, you have to see if for yourself."
"Alexander Basid","Gunung yang bikin rindu dengan trak yang sangat melelahkan karena tidak ada landai. Dan juga pasar bubrah yang sulit untuk mendirikan tenda"
"Sumarnie Seruni WDS","dari dusun deles desa sidorejo, di pagi hari terlihat begitu indah..."
"Pras131","indahnya ciptaan Allah SWT"
